STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
48,13,Texas,Atascosa County,47078,47787,48435,48797
48,15,Texas,Austin County,28709,28973,29548,29758
48,17,Texas,Bailey County,7138,6970,7232,7181
48,19,Texas,Bandera County,20599,20875,21216,21776
48,21,Texas,Bastrop County,75850,77899,80208,82733
48,23,Texas,Baylor County,3610,3600,3671,3697
48,25,Texas,Bee County,32773,32884,32673,32750
48,27,Texas,Bell County,326620,329348,334812,340411
48,29,Texas,Bexar County,1822056,1858749,1895482,1928680
48,31,Texas,Blanco County,10652,10836,11067,11392
48,33,Texas,Borden County,637,653,641,633
48,35,Texas,Bosque County,17880,17761,17910,18097
48,37,Texas,Bowie County,93457,93458,93503,93860
48,39,Texas,Brazoria County,330091,337777,345661,354195
48,41,Texas,Brazos County,204124,208823,215867,220417
48,43,Texas,Brewster County,9273,9123,9099,9200
48,45,Texas,Briscoe County,1547,1537,1504,1474
48,47,Texas,Brooks County,7238,7233,7212,7214
48,49,Texas,Brown County,37853,37719,37981,38271
48,51,Texas,Burleson County,17178,17292,17525,17760
48,53,Texas,Burnet County,43738,44254,45181,46243
48,55,Texas,Caldwell County,39207,39728,40445,41161
48,57,Texas,Calhoun County,21759,21805,21922,21965
48,59,Texas,Callahan County,13526,13523,13596,13820
48,61,Texas,Cameron County,417260,419191,419893,422135
48,63,Texas,Camp County,12440,12659,12721,12867
48,65,Texas,Carson County,5981,6015,5972,6057
48,67,Texas,Cass County,30413,30351,30387,30375
48,69,Texas,Castro County,8027,7816,7678,7669
48,71,Texas,Chambers County,37221,38063,38768,39899
48,73,Texas,Cherokee County,50981,51007,51431,51668
48,75,Texas,Childress County,7046,7059,7050,7052
48,77,Texas,Clay County,10449,10356,10324,10193
48,79,Texas,Cochran County,3000,2925,2945,2882
48,81,Texas,Coke County,3196,3232,3230,3264
48,83,Texas,Coleman County,8534,8417,8333,8420
48,85,Texas,Collin County,858098,885175,913079,939585
48,87,Texas,Collingsworth County,3096,3008,3019,3016
48,89,Texas,Colorado County,20706,20669,20880,21019
48,91,Texas,Comal County,118776,123487,129113,134788
48,93,Texas,Comanche County,13539,13436,13365,13484
48,95,Texas,Concho County,4119,4085,4155,4279
48,97,Texas,Cooke County,38502,38739,39110,39266
48,99,Texas,Coryell County,76116,75442,75471,74686
48,101,Texas,Cottle County,1448,1432,1431,1402
48,103,Texas,Crane County,4756,4928,5039,4830
48,105,Texas,Crockett County,3763,3796,3742,3675
48,107,Texas,Crosby County,5978,5883,5985,5992
48,109,Texas,Culberson County,2295,2260,2233,2198
48,111,Texas,Dallam County,7022,7096,7107,7056
48,113,Texas,Dallas County,2479810,2512281,2545775,2574984
48,115,Texas,Dawson County,13254,13500,13075,13111
48,117,Texas,Deaf Smith County,19136,19096,18807,18830
48,119,Texas,Delta County,5188,5213,5215,5215
48,121,Texas,Denton County,728282,752820,778491,806180
48,123,Texas,DeWitt County,20495,20674,20786,20865
48,125,Texas,Dickens County,2283,2205,2197,2184
48,127,Texas,Dimmit County,10906,11026,10995,10794
48,129,Texas,Donley County,3566,3503,3407,3405
48,131,Texas,Duval County,11606,11530,11399,11428
48,133,Texas,Eastland County,18231,18212,18133,18274
48,135,Texas,Ector County,149651,154570,159689,157462
48,137,Texas,Edwards County,1881,1892,1911,1911
48,139,Texas,Ellis County,156093,159328,163474,168499
48,141,Texas,El Paso County,831218,834190,833783,837918
48,143,Texas,Erath County,40012,40668,41379,41659
48,145,Texas,Falls County,17201,17141,17158,17273
48,147,Texas,Fannin County,33655,33762,33640,34031
48,149,Texas,Fayette County,24783,24863,25046,25149
48,151,Texas,Fisher County,3846,3843,3853,3854
48,153,Texas,Floyd County,6275,5977,5901,5917
48,155,Texas,Foard County,1277,1268,1215,1183
48,157,Texas,Fort Bend County,653252,684646,713849,741237
48,159,Texas,Franklin County,10563,10522,10553,10607
48,161,Texas,Freestone County,19553,19622,19693,19624
48,163,Texas,Frio County,18257,18693,18930,18956
48,165,Texas,Gaines County,18895,19400,20276,20478
48,167,Texas,Galveston County,306693,313698,321538,329431
48,169,Texas,Garza County,6401,6418,6383,6442
48,171,Texas,Gillespie County,25354,25545,26074,26521
48,173,Texas,Glasscock County,1243,1297,1333,1314
48,175,Texas,Goliad County,7446,7496,7526,7517
48,177,Texas,Gonzales County,20138,20372,20554,20876
48,179,Texas,Gray County,22926,23420,23236,22725
48,181,Texas,Grayson County,122249,123500,125537,128235
48,183,Texas,Gregg County,123043,122967,123827,123745
48,185,Texas,Grimes County,26835,27075,27418,27671
48,187,Texas,Guadalupe County,143164,147230,151164,155265
48,189,Texas,Hale County,35751,34537,34201,34263
48,191,Texas,Hall County,3183,3094,3114,3138
48,193,Texas,Hamilton County,8267,8173,8127,8304
48,195,Texas,Hansford County,5548,5538,5607,5538
48,197,Texas,Hardeman County,4014,3929,3851,3906
48,199,Texas,Hardin County,55342,55539,55804,56322
48,201,Texas,Harris County,4346883,4441928,4533341,4589928
48,203,Texas,Harrison County,66218,66514,66606,66534
48,205,Texas,Hartley County,6059,6111,5761,5747
48,207,Texas,Haskell County,5918,5782,5774,5681
48,209,Texas,Hays County,176029,184951,194574,204470
48,211,Texas,Hemphill County,4125,4161,4270,4129
48,213,Texas,Henderson County,78600,79196,79416,79901
48,215,Texas,Hidalgo County,817039,829088,839314,849843
48,217,Texas,Hill County,34784,34713,34846,35077
48,219,Texas,Hockley County,23477,23565,23461,23275
48,221,Texas,Hood County,52893,53863,55344,56857
48,223,Texas,Hopkins County,35414,35840,36177,36400
48,225,Texas,Houston County,22738,22701,22675,22754
48,227,Texas,Howard County,36196,36517,37202,36708
48,229,Texas,Hudspeth County,3331,3243,3425,4053
48,231,Texas,Hunt County,87556,88748,89847,92073
48,233,Texas,Hutchinson County,21844,21840,21755,21511
48,235,Texas,Irion County,1601,1567,1546,1557
48,237,Texas,Jack County,8905,8857,8823,8744
48,239,Texas,Jackson County,14637,14758,14846,14869
48,241,Texas,Jasper County,35673,35560,35460,35648
48,243,Texas,Jeff Davis County,2223,2199,2179,2200
48,245,Texas,Jefferson County,252648,252219,254167,254679
48,247,Texas,Jim Hogg County,5226,5261,5196,5146
48,249,Texas,Jim Wells County,41697,41458,41456,41149
48,251,Texas,Johnson County,154557,156903,159674,163274
48,253,Texas,Jones County,20016,19852,19972,20009
48,255,Texas,Karnes County,14711,14820,15275,15254
48,257,Texas,Kaufman County,108474,111192,114472,118350
48,259,Texas,Kendall County,37461,38830,40452,42540
48,261,Texas,Kenedy County,426,414,412,404
48,263,Texas,Kent County,796,769,770,769
48,265,Texas,Kerr County,49834,50426,51011,51504
48,267,Texas,Kimble County,4466,4439,4394,4423
48,269,Texas,King County,275,264,285,289
48,271,Texas,Kinney County,3609,3510,3556,3590
48,273,Texas,Kleberg County,32063,31946,31570,31690
48,275,Texas,Knox County,3764,3851,3851,3806
48,277,Texas,Lamar County,49278,49586,49636,49791
48,279,Texas,Lamb County,13722,13547,13342,13275
48,281,Texas,Lampasas County,20197,20204,20505,20760
48,283,Texas,La Salle County,7429,7469,7638,7613
48,285,Texas,Lavaca County,19525,19676,19821,19809
48,287,Texas,Lee County,16587,16672,16902,17055
48,289,Texas,Leon County,16668,16793,17102,17299
48,291,Texas,Liberty County,76973,78192,79696,81704
48,293,Texas,Limestone County,23362,23457,23421,23468
48,295,Texas,Lipscomb County,3484,3555,3553,3487
48,297,Texas,Live Oak County,11849,12075,12219,12056
48,299,Texas,Llano County,19359,19457,19838,20362
48,301,Texas,Loving County,103,87,115,113
48,303,Texas,Lubbock County,289972,295051,299008,303137
48,305,Texas,Lynn County,5694,5743,5695,5711
48,307,Texas,McCulloch County,8271,8177,8315,8172
48,309,Texas,McLennan County,241432,243014,245203,247934
48,311,Texas,McMullen County,763,799,825,804
48,313,Texas,Madison County,13786,13809,13916,13987
48,315,Texas,Marion County,10234,10114,10142,10147
48,317,Texas,Martin County,5298,5505,5723,5723
48,319,Texas,Mason County,4091,4062,4015,4111
48,321,Texas,Matagorda County,36513,36497,36840,37187
48,323,Texas,Maverick County,56415,56915,57440,57685
48,325,Texas,Medina County,47271,47848,48385,49283
48,327,Texas,Menard County,2152,2154,2159,2123
48,329,Texas,Midland County,152052,156059,161272,162565
48,331,Texas,Milam County,24156,24210,24484,24871
48,333,Texas,Mills County,4874,4859,4883,4907
48,335,Texas,Mitchell County,9001,9073,8860,8720
48,337,Texas,Montague County,19383,19386,19269,19414
48,339,Texas,Montgomery County,498951,517985,536434,556203
48,341,Texas,Moore County,22203,22146,22048,22120
48,343,Texas,Morris County,12747,12684,12497,12593
48,345,Texas,Motley County,1193,1151,1142,1160
48,347,Texas,Nacogdoches County,65199,65278,65641,65806
48,349,Texas,Navarro County,48022,47990,48255,48523
48,351,Texas,Newton County,14212,14147,14007,14003
48,353,Texas,Nolan County,15057,15102,15050,14993
48,355,Texas,Nueces County,352728,356325,360118,361350
48,357,Texas,Ochiltree County,10651,10673,10698,10306
48,359,Texas,Oldham County,2091,2076,2059,2076
48,361,Texas,Orange County,83023,83502,84283,84964
48,363,Texas,Palo Pinto County,27852,27978,27882,28053
48,365,Texas,Panola County,23829,23807,23717,23492
48,367,Texas,Parker County,120119,122584,126085,129441
48,369,Texas,Parmer County,9966,9918,9788,9776
48,371,Texas,Pecos County,15670,15862,16059,15970
48,373,Texas,Polk County,45953,46229,46984,47916
48,375,Texas,Potter County,122272,122146,121374,120832
48,377,Texas,Presidio County,7282,7040,6881,6958
48,379,Texas,Rains County,11027,11018,11134,11314
48,381,Texas,Randall County,126654,128684,130283,132501
48,383,Texas,Reagan County,3598,3726,3731,3608
48,385,Texas,Real County,3324,3355,3300,3389
48,387,Texas,Red River County,12500,12460,12385,12207
48,389,Texas,Reeves County,14126,14429,14789,14921
48,391,Texas,Refugio County,7280,7364,7359,7321
48,393,Texas,Roberts County,922,921,918,916
48,395,Texas,Robertson County,16420,16415,16648,16751
48,397,Texas,Rockwall County,85033,87494,90672,93978
48,399,Texas,Runnels County,10278,10379,10528,10448
48,401,Texas,Rusk County,53349,53170,52934,52732
48,403,Texas,Sabine County,10352,10331,10378,10303
48,405,Texas,San Augustine County,8710,8534,8384,8320
48,407,Texas,San Jacinto County,26780,27058,27313,27707
48,409,Texas,San Patricio County,66274,66909,67356,67655
48,411,Texas,San Saba County,5708,5828,5944,5944
48,413,Texas,Schleicher County,3193,3156,3196,3056
48,415,Texas,Scurry County,17230,17357,17566,17333
48,417,Texas,Shackelford County,3349,3290,3316,3315
48,419,Texas,Shelby County,25906,25594,25421,25579
48,421,Texas,Sherman County,3081,3073,3062,3068
48,423,Texas,Smith County,216515,219669,222478,225290
48,425,Texas,Somervell County,8614,8657,8729,8775
48,427,Texas,Starr County,62375,63036,63625,64122
48,429,Texas,Stephens County,9832,9818,9904,9906
48,431,Texas,Sterling County,1237,1358,1359,1367
48,433,Texas,Stonewall County,1429,1400,1412,1426
48,435,Texas,Sutton County,4003,3973,3904,3869
48,437,Texas,Swisher County,7750,7586,7513,7466
48,439,Texas,Tarrant County,1912501,1944512,1981410,2016872
48,441,Texas,Taylor County,134067,135090,136325,136535
48,443,Texas,Terrell County,888,905,855,812
48,445,Texas,Terry County,12687,12774,12755,12799
48,447,Texas,Throckmorton County,1605,1610,1560,1533
48,449,Texas,Titus County,32602,32421,32689,32592
48,451,Texas,Tom Green County,114865,116706,117942,118386
48,453,Texas,Travis County,1120948,1149668,1174818,1199323
48,455,Texas,Trinity County,14395,14231,14421,14442
48,457,Texas,Tyler County,21451,21365,21274,21320
48,459,Texas,Upshur County,39797,40283,40481,40969
48,461,Texas,Upton County,3363,3453,3626,3673
48,463,Texas,Uvalde County,26925,27192,27112,27285
48,465,Texas,Val Verde County,48953,48753,48857,48881
48,467,Texas,Van Zandt County,52399,52824,53501,54355
48,469,Texas,Victoria County,90075,91088,92237,92467
48,471,Texas,Walker County,69314,69833,70507,71484
48,473,Texas,Waller County,45394,46784,48630,50115
48,475,Texas,Ward County,11244,11601,11668,11600
48,477,Texas,Washington County,34224,34495,35005,35056
48,479,Texas,Webb County,263564,266605,268929,271193
48,481,Texas,Wharton County,41225,41228,41526,41735
48,483,Texas,Wheeler County,5716,5688,5666,5546
48,485,Texas,Wichita County,132501,133073,131522,131838
48,487,Texas,Wilbarger County,13157,12956,13037,12892
48,489,Texas,Willacy County,21977,21909,21883,21810
48,491,Texas,Williamson County,470822,489143,508059,528718
48,493,Texas,Wilson County,45426,46391,47456,48480
48,495,Texas,Winkler County,7603,7786,7996,7893
48,497,Texas,Wise County,61025,61717,62836,64455
48,499,Texas,Wood County,42774,43171,43647,44227
48,501,Texas,Yoakum County,8196,8324,8513,8488
48,503,Texas,Young County,18369,18326,18228,18152
48,505,Texas,Zapata County,14358,14338,14397,14349
48,507,Texas,Zavala County,12148,12175,12227,12023
49,0,Utah,Utah,2902663,2941836,2990632,3051217
49,1,Utah,Beaver County,6462,6424,6344,6463
49,3,Utah,Box Elder County,50807,51435,51998,53139
49,5,Utah,Cache County,117198,118177,120060,122753
49,7,Utah,Carbon County,20935,20659,20430,20399
49,9,Utah,Daggett County,1138,1127,1110,1095
49,11,Utah,Davis County,322796,329448,335768,342281
49,13,Utah,Duchesne County,20010,20260,20781,20337
49,15,Utah,Emery County,10738,10625,10352,10216
49,17,Utah,Garfield County,5045,4995,4991,4986
49,19,Utah,Grand County,9332,9420,9493,9579
49,21,Utah,Iron County,46632,47185,48294,49937
49,23,Utah,Juab County,10255,10421,10566,11010
49,25,Utah,Kane County,7200,7228,7120,7334
49,27,Utah,Millard County,12594,12560,12649,12694
49,29,Utah,Morgan County,10240,10636,11091,11437
49,31,Utah,Piute County,1514,1479,1503,1466
49,33,Utah,Rich County,2260,2274,2296,2319
49,35,Utah,Salt Lake County,1080761,1091389,1104622,1121354
49,37,Utah,San Juan County,14988,15208,15707,16895
49,39,Utah,Sanpete County,28183,28367,28801,29409
49,41,Utah,Sevier County,20823,20821,20940,21267
49,43,Utah,Summit County,38387,39005,39481,40307
49,45,Utah,Tooele County,60749,61599,62879,64833
49,47,Utah,Uintah County,35737,36958,37789,36373
49,49,Utah,Utah County,552386,561232,574796,592299
49,51,Utah,Wasatch County,26609,27789,29165,30528
49,53,Utah,Washington County,147628,151857,155450,160245
49,55,Utah,Wayne County,2728,2722,2703,2702
49,57,Utah,Weber County,238528,240536,243453,247560
50,0,Vermont,Vermont,627140,626984,626088,624594
50,1,Vermont,Addison County,36903,36979,36934,36959
50,3,Vermont,Bennington County,36741,36476,36404,36191
50,5,Vermont,Caledonia County,31112,30971,30791,30333
50,7,Vermont,Chittenden County,159933,160850,161466,161531
50,9,Vermont,Essex County,6188,6124,6157,6176
50,11,Vermont,Franklin County,48304,48714,48935,48915
50,13,Vermont,Grand Isle County,6986,6973,6872,6919
50,15,Vermont,Lamoille County,25089,25112,25204,25333
50,17,Vermont,Orange County,28873,28868,28878,28919
50,19,Vermont,Orleans County,27180,27080,27088,26863
50,21,Vermont,Rutland County,60574,60179,59706,59310
50,23,Vermont,Washington County,59223,59003,58706,58504
50,25,Vermont,Windham County,43887,43733,43275,43145
50,27,Vermont,Windsor County,56147,55922,55672,55496
51,0,Virginia,Virginia,8262692,8317372,8367587,8411808
51,1,Virginia,Accomack County,33012,33024,32995,32947
51,3,Virginia,Albemarle County,102799,104235,105603,106878
51,5,Virginia,Alleghany County,16193,15884,15685,15595
51,7,Virginia,Amelia County,12687,12764,12869,12913
51,9,Virginia,Amherst County,32209,32060,31636,31633
51,11,Virginia,Appomattox County,15239,15273,15428,15475
51,13,Virginia,Arlington County,225187,225702,227897,230050
51,15,Virginia,Augusta County,74113,74198,74537,74997
51,17,Virginia,Bath County,4608,4560,4502,4476
51,19,Virginia,Bedford County,76192,77087,77648,77960
51,21,Virginia,Bland County,6685,6600,6565,6513
51,23,Virginia,Botetourt County,33040,33128,33378,33231
51,25,Virginia,Brunswick County,16636,16473,16473,16243
51,27,Virginia,Buchanan County,23691,23223,22780,22178
51,29,Virginia,Buckingham County,17142,16916,16996,17048
51,31,Virginia,Campbell County,55102,55182,55161,54952
51,33,Virginia,Caroline County,29294,29803,29940,30178
51,35,Virginia,Carroll County,29856,29622,29736,29531
51,36,Virginia,Charles City County,7106,7016,7072,7071
51,37,Virginia,Charlotte County,12285,12155,12177,12129
51,41,Virginia,Chesterfield County,327985,332537,335539,339009
51,43,Virginia,Clarke County,14269,14334,14291,14374
51,45,Virginia,Craig County,5191,5233,5193,5158
51,47,Virginia,Culpeper County,48462,49068,49369,50083
51,49,Virginia,Cumberland County,9834,9816,9696,9652
51,51,Virginia,Dickenson County,15464,15281,15135,14968
51,53,Virginia,Dinwiddie County,28228,28129,27967,28144
51,57,Virginia,Essex County,11180,11071,11122,11123
51,59,Virginia,Fairfax County,1132543,1135388,1137472,1138652
51,61,Virginia,Fauquier County,67302,68379,68696,69069
51,63,Virginia,Floyd County,15533,15584,15640,15731
51,65,Virginia,Fluvanna County,25851,26009,26199,26271
51,67,Virginia,Franklin County,56298,56228,56229,56069
51,69,Virginia,Frederick County,81316,82454,83177,84421
51,71,Virginia,Giles County,16946,16808,16767,16857
51,73,Virginia,Gloucester County,36806,37120,37058,37214
51,75,Virginia,Goochland County,21637,21934,22315,22668
51,77,Virginia,Grayson County,15230,15161,15169,15107
51,79,Virginia,Greene County,18894,19102,19206,19371
51,81,Virginia,Greensville County,11644,11527,11869,11706
51,83,Virginia,Halifax County,35393,35219,35128,34992
51,85,Virginia,Hanover County,101167,101846,103171,104392
51,87,Virginia,Henrico County,319402,322685,325142,326501
51,89,Virginia,Henry County,52659,52168,51821,51445
51,91,Virginia,Highland County,2223,2252,2208,2216
51,93,Virginia,Isle of Wight County,35665,36048,36393,36596
51,95,Virginia,James City County,70585,72104,73081,74404
51,97,Virginia,King and Queen County,7107,7168,7197,7159
51,99,Virginia,King George County,24933,25310,25456,25984
51,101,Virginia,King William County,16092,16143,16231,16334
51,103,Virginia,Lancaster County,11106,10994,10982,10972
51,105,Virginia,Lee County,25207,24903,24712,24179
51,107,Virginia,Loudoun County,350678,362798,374559,385945
51,109,Virginia,Louisa County,34014,34349,34618,35236
51,111,Virginia,Lunenburg County,12525,12483,12337,12273
51,113,Virginia,Madison County,13149,13109,13092,13078
51,115,Virginia,Mathews County,8901,8789,8866,8782
51,117,Virginia,Mecklenburg County,31277,31126,31011,30892
51,119,Virginia,Middlesex County,10737,10633,10676,10778
51,121,Virginia,Montgomery County,96812,97348,97636,98602
51,125,Virginia,Nelson County,14798,14873,14788,14869
51,127,Virginia,New Kent County,19504,20019,20424,21147
51,131,Virginia,Northampton County,12036,12064,12139,12139
51,133,Virginia,Northumberland County,12251,12265,12256,12222
51,135,Virginia,Nottoway County,15663,15519,15651,15595
51,137,Virginia,Orange County,34548,34873,35244,35533
51,139,Virginia,Page County,23752,23827,23679,23654
51,141,Virginia,Patrick County,18303,18228,18041,17923
51,143,Virginia,Pittsylvania County,62678,62483,62079,61687
51,145,Virginia,Powhatan County,28290,28477,28047,28443
51,147,Virginia,Prince Edward County,22781,23055,23221,23142
51,149,Virginia,Prince George County,37470,37545,38308,37845
51,153,Virginia,Prince William County,438531,443863,450179,455210
51,155,Virginia,Pulaski County,34512,34315,34308,34203
51,157,Virginia,Rappahannock County,7475,7361,7401,7388
51,159,Virginia,Richmond County,8916,8841,8774,8774
51,161,Virginia,Roanoke County,93616,93720,93916,94031
51,163,Virginia,Rockbridge County,22458,22488,22437,22392
51,165,Virginia,Rockingham County,77784,78318,78860,79744
51,167,Virginia,Russell County,28265,27998,27809,27370
51,169,Virginia,Scott County,22626,22373,22160,21930
51,171,Virginia,Shenandoah County,42599,42845,43051,43175
51,173,Virginia,Smyth County,31727,31513,31389,31062
51,175,Virginia,Southampton County,18373,18282,18167,18057
51,177,Virginia,Spotsylvania County,127779,129318,130603,132010
51,179,Virginia,Stafford County,137071,140046,141792,144361
51,181,Virginia,Surry County,6798,6793,6670,6544
51,183,Virginia,Sussex County,11783,11731,11720,11504
51,185,Virginia,Tazewell County,44081,43429,42934,42150
51,187,Virginia,Warren County,38631,39105,39147,39155
51,191,Virginia,Washington County,54721,54534,54294,54214
51,193,Virginia,Westmoreland County,17553,17423,17553,17592
51,195,Virginia,Wise County,40672,39925,39654,39228
51,197,Virginia,Wythe County,29289,29059,29191,29016
51,199,Virginia,York County,66128,66628,67963,67976
51,510,Virginia,Alexandria city,149819,151206,153172,155810
51,520,Virginia,Bristol city,17486,17302,17157,16960
51,530,Virginia,Buena Vista city,6661,6578,6595,6452
51,540,Virginia,Charlottesville city,44863,45305,46185,46912
51,550,Virginia,Chesapeake city,230621,233652,235431,237940
51,570,Virginia,Colonial Heights city,17491,17488,17647,17772
51,580,Virginia,Covington city,5729,5667,5589,5518
51,590,Virginia,Danville city,42683,42395,42129,41898
51,595,Virginia,Emporia city,5661,5585,5482,5305
51,600,Virginia,Fairfax city,23534,23537,23723,24164
51,610,Virginia,Falls Church city,13396,13505,13964,14014
51,620,Virginia,Franklin city,8539,8392,8387,8306
51,630,Virginia,Fredericksburg city,27748,28190,27967,28297
51,640,Virginia,Galax city,6914,6887,6871,6775
51,650,Virginia,Hampton city,137321,137754,136354,135410
51,660,Virginia,Harrisonburg city,51253,52147,52322,53078
51,670,Virginia,Hopewell city,22150,22130,22350,22735
51,678,Virginia,Lexington city,7067,7062,7074,7045
51,680,Virginia,Lynchburg city,78204,78407,79505,80212
51,683,Virginia,Manassas city,41072,41264,41603,41483
51,685,Virginia,Manassas Park city,15939,15902,15902,15915
51,690,Virginia,Martinsville city,13588,13511,13577,13445
51,700,Virginia,Newport News city,181551,182420,181985,181825
51,710,Virginia,Norfolk city,245168,246245,246130,245115
51,720,Virginia,Norton city,4013,4038,3926,3864
51,730,Virginia,Petersburg city,32113,32097,32044,31882
51,735,Virginia,Poquoson city,12114,12027,12058,12017
51,740,Virginia,Portsmouth city,96185,95994,96356,95252
51,750,Virginia,Radford city,17072,17374,17350,17483
51,760,Virginia,Richmond city,213701,216541,219628,223170
51,770,Virginia,Roanoke city,99084,99791,99969,99660
51,775,Virginia,Salem city,25171,25318,25404,25549
51,790,Virginia,Staunton city,24207,24390,24338,24363
51,800,Virginia,Suffolk city,85784,86899,88116,89273
51,810,Virginia,Virginia Beach city,448604,450116,451854,452602
51,820,Virginia,Waynesboro city,21112,21254,21588,21887
51,830,Virginia,Williamsburg city,14911,14915,15144,15214
51,840,Virginia,Winchester city,27380,27408,27358,27516
53,0,Washington,Washington,6968006,7054196,7160290,7288000
53,1,Washington,Adams County,19061,19127,19150,19238
53,3,Washington,Asotin County,22113,22177,22089,22306
53,5,Washington,Benton County,184523,186562,190337,193686
53,7,Washington,Chelan County,73955,74418,75442,76338
53,9,Washington,Clallam County,72206,72722,73522,74570
53,11,Washington,Clark County,442365,449647,458394,467018
53,13,Washington,Columbia County,4015,3968,3938,3938
53,15,Washington,Cowlitz County,101784,102106,103378,105160
53,17,Washington,Douglas County,39463,39840,40565,41327
53,19,Washington,Ferry County,7645,7643,7584,7614
53,21,Washington,Franklin County,86525,87768,88825,90160
53,23,Washington,Garfield County,2248,2210,2225,2247
53,25,Washington,Grant County,91772,92723,93124,93546
53,27,Washington,Grays Harbor County,70989,70779,71023,71628
53,29,Washington,Island County,78593,79266,80796,82636
53,31,Washington,Jefferson County,30052,30204,30446,31139
53,33,Washington,King County,2045874,2078886,2114256,2149970
53,35,Washington,Kitsap County,253114,254272,260514,264811
53,37,Washington,Kittitas County,41853,42518,43057,44866
53,39,Washington,Klickitat County,20855,20866,20993,21301
53,41,Washington,Lewis County,75126,75115,75754,77066
53,43,Washington,Lincoln County,10281,10243,10312,10350
53,45,Washington,Mason County,60563,60706,61036,62198
53,47,Washington,Okanogan County,41106,41236,41359,41554
53,49,Washington,Pacific County,20445,20575,20888,21249
53,51,Washington,Pend Oreille County,12892,12930,13066,13123
53,53,Washington,Pierce County,818619,830198,842676,861312
53,55,Washington,San Juan County,15875,16021,16234,16339
53,57,Washington,Skagit County,118679,120303,121724,123681
53,59,Washington,Skamania County,11258,11338,11309,11510
53,61,Washington,Snohomish County,745124,757958,770165,787620
53,63,Washington,Spokane County,479479,484337,490526,499072
53,65,Washington,Stevens County,43340,43573,43800,44439
53,67,Washington,Thurston County,262536,265809,269183,275222
53,69,Washington,Wahkiakum County,4052,4058,4022,4139
53,71,Washington,Walla Walla County,59497,59658,60149,60340
53,73,Washington,Whatcom County,206348,208325,212164,216800
53,75,Washington,Whitman County,46870,46936,48150,48851
53,77,Washington,Yakima County,246911,247175,248115,249636
54,0,West Virginia,West Virginia,1853231,1848514,1841053,1831102
54,1,West Virginia,Barbour County,16882,16914,16968,16831
54,3,West Virginia,Berkeley County,108481,110238,111635,113525
54,5,West Virginia,Boone County,24078,23696,23263,22816
54,7,West Virginia,Braxton County,14441,14451,14460,14471
54,9,West Virginia,Brooke County,23708,23528,23348,22977
54,11,West Virginia,Cabell County,96938,96632,96653,95987
54,13,West Virginia,Calhoun County,7539,7512,7430,7336
54,15,West Virginia,Clay County,9205,8934,8905,8859
54,17,West Virginia,Doddridge County,8413,8272,8506,8413
54,19,West Virginia,Fayette County,45634,45242,44822,44323
54,21,West Virginia,Gilmer County,8636,8505,8320,8249
54,23,West Virginia,Grant County,11798,11697,11765,11732
54,25,West Virginia,Greenbrier County,35793,35516,35433,35279
54,27,West Virginia,Hampshire County,23468,23488,23331,23301
54,29,West Virginia,Hancock County,30246,30101,29844,29590
54,31,West Virginia,Hardy County,14011,13999,13904,13889
54,33,West Virginia,Harrison County,68955,68793,68570,68400
54,35,West Virginia,Jackson County,29231,29138,29158,29152
54,37,West Virginia,Jefferson County,54897,55642,56199,56368
54,39,West Virginia,Kanawha County,191404,190167,188207,186241
54,41,West Virginia,Lewis County,16457,16456,16447,16309
54,43,West Virginia,Lincoln County,21551,21612,21370,21232
54,45,West Virginia,Logan County,35983,35295,34514,33700
54,47,West Virginia,McDowell County,20901,20291,19698,19141
54,49,West Virginia,Marion County,56725,56776,56771,56538
54,51,West Virginia,Marshall County,32569,32314,32126,31793
54,53,West Virginia,Mason County,27159,27076,27005,26825
54,55,West Virginia,Mercer County,61841,61646,61043,60468
54,57,West Virginia,Mineral County,27713,27600,27413,27411
54,59,West Virginia,Mingo County,25974,25691,25249,24647
54,61,West Virginia,Monongalia County,101963,103037,103991,104622
54,63,West Virginia,Monroe County,13515,13583,13501,13370
54,65,West Virginia,Morgan County,17448,17515,17523,17632
54,67,West Virginia,Nicholas County,25925,25705,25547,25311
54,69,West Virginia,Ohio County,43673,43161,42893,42516
54,71,West Virginia,Pendleton County,7415,7288,7186,7051
54,73,West Virginia,Pleasants County,7592,7675,7609,7591
54,75,West Virginia,Pocahontas County,8676,8647,8561,8501
54,77,West Virginia,Preston County,33695,33872,33744,33758
54,79,West Virginia,Putnam County,56597,56845,56799,56941
54,81,West Virginia,Raleigh County,78780,78238,77433,76601
54,83,West Virginia,Randolph County,29539,29308,29174,29006
54,85,West Virginia,Ritchie County,10080,10000,9991,9875
54,87,West Virginia,Roane County,14624,14606,14430,14208
54,89,West Virginia,Summers County,13571,13304,13073,12872
54,91,West Virginia,Taylor County,16984,17044,16864,16859
54,93,West Virginia,Tucker County,6924,6905,6933,6926
54,95,West Virginia,Tyler County,8982,9062,8953,8972
54,97,West Virginia,Upshur County,24629,24661,24726,24658
54,99,West Virginia,Wayne County,41653,41304,40974,40531
54,101,West Virginia,Webster County,8873,8821,8732,8646
54,103,West Virginia,Wetzel County,16175,15951,15813,15640
54,105,West Virginia,Wirt County,5865,5810,5840,5806
54,107,West Virginia,Wood County,86458,86394,86254,85643
