STATE,COUNTY,STNAME,CTYNAME,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016
39,3,Ohio,Allen County,105129,104944,104210,103742
39,5,Ohio,Ashland County,53193,53244,53380,53652
39,7,Ohio,Ashtabula County,99739,99112,98544,98231
39,9,Ohio,Athens County,64432,64592,65699,66186
39,11,Ohio,Auglaize County,45886,45860,45847,45894
39,13,Ohio,Belmont County,69494,69324,69039,68673
39,15,Ohio,Brown County,44240,44081,43825,43759
39,17,Ohio,Butler County,371092,373451,375459,377537
39,19,Ohio,Carroll County,28305,28188,27790,27669
39,21,Ohio,Champaign County,39463,39094,38998,38747
39,23,Ohio,Clark County,136689,136412,135815,134786
39,25,Ohio,Clermont County,200158,201295,201791,203022
39,27,Ohio,Clinton County,41868,41819,41852,41902
39,29,Ohio,Columbiana County,105801,105563,104683,103685
39,31,Ohio,Coshocton County,36750,36568,36587,36602
39,33,Ohio,Crawford County,42744,42441,42330,42083
39,35,Ohio,Cuyahoga County,1263334,1260226,1255025,1249352
39,37,Ohio,Darke County,52330,52221,52100,51778
39,39,Ohio,Defiance County,38559,38545,38349,38158
39,41,Ohio,Delaware County,185225,189282,192884,196463
39,43,Ohio,Erie County,76132,75876,75471,75107
39,45,Ohio,Fairfield County,148900,150492,151326,152597
39,47,Ohio,Fayette County,28754,28683,28646,28676
39,49,Ohio,Franklin County,1214774,1233388,1250269,1264518
39,51,Ohio,Fulton County,42326,42560,42477,42514
39,53,Ohio,Gallia County,30569,30345,30110,30015
39,55,Ohio,Geauga County,93960,94123,94095,94060
39,57,Ohio,Greene County,163805,164599,164036,164765
39,59,Ohio,Guernsey County,39627,39594,39269,39063
39,61,Ohio,Hamilton County,804172,806480,807748,809099
39,63,Ohio,Hancock County,75738,75380,75734,75872
39,65,Ohio,Hardin County,31740,31776,31632,31474
39,67,Ohio,Harrison County,15625,15546,15424,15307
39,69,Ohio,Henry County,28077,27887,27783,27629
39,71,Ohio,Highland County,43281,43181,43018,43029
39,73,Ohio,Hocking County,28612,28722,28474,28340
39,75,Ohio,Holmes County,43657,43841,43939,43936
39,77,Ohio,Huron County,58832,58639,58366,58439
39,79,Ohio,Jackson County,32833,32794,32546,32505
39,81,Ohio,Jefferson County,67984,67683,67327,66704
39,83,Ohio,Knox County,60843,60970,60973,60814
39,85,Ohio,Lake County,229684,229360,229262,228614
39,87,Ohio,Lawrence County,61919,61568,61042,60872
39,89,Ohio,Licking County,168573,169517,170759,172198
39,91,Ohio,Logan County,45453,45532,45348,45165
39,93,Ohio,Lorain County,302907,304280,305213,306365
39,95,Ohio,Lucas County,436253,434629,433496,432488
39,97,Ohio,Madison County,43242,43954,44103,43419
39,99,Ohio,Mahoning County,234291,233231,231767,230008
39,101,Ohio,Marion County,65885,65656,65232,65096
39,103,Ohio,Medina County,174616,175873,176334,177221
39,105,Ohio,Meigs County,23467,23329,23203,23125
39,107,Ohio,Mercer County,40781,40945,40947,40909
39,109,Ohio,Miami County,103377,103964,104197,104679
39,111,Ohio,Monroe County,14587,14445,14391,14210
39,113,Ohio,Montgomery County,534126,532183,531567,531239
39,115,Ohio,Morgan County,14946,14786,14785,14804
39,117,Ohio,Morrow County,34973,35089,35091,35036
39,119,Ohio,Muskingum County,85735,85975,86305,86068
39,121,Ohio,Noble County,14569,14375,14325,14294
39,123,Ohio,Ottawa County,41086,41019,40859,40636
39,125,Ohio,Paulding County,19171,19006,18973,18865
39,127,Ohio,Perry County,35977,35886,35952,35927
39,129,Ohio,Pickaway County,56416,56742,56971,57565
39,131,Ohio,Pike County,28369,28268,28206,28160
39,133,Ohio,Portage County,161504,162088,162042,161921
39,135,Ohio,Preble County,41730,41579,41367,41247
39,137,Ohio,Putnam County,34093,34204,34038,34056
39,139,Ohio,Richland County,122250,121912,121581,121107
39,141,Ohio,Ross County,77274,77111,77162,77000
39,143,Ohio,Sandusky County,60096,59915,59518,59330
39,145,Ohio,Scioto County,78068,77338,76752,76088
39,147,Ohio,Seneca County,55826,55757,55579,55353
39,149,Ohio,Shelby County,49134,48939,48917,48623
39,151,Ohio,Stark County,374965,375563,374865,373612
39,153,Ohio,Summit County,541929,542267,541316,540300
39,155,Ohio,Trumbull County,206472,205240,203631,201825
39,157,Ohio,Tuscarawas County,92683,92637,92702,92420
39,159,Ohio,Union County,53431,53737,54315,55457
39,161,Ohio,Van Wert County,28459,28440,28529,28362
39,163,Ohio,Vinton County,13283,13186,13020,12921
39,165,Ohio,Warren County,219775,221856,224439,227063
39,167,Ohio,Washington County,61395,61198,61071,60610
39,169,Ohio,Wayne County,115317,115796,116108,116470
39,171,Ohio,Williams County,37468,37233,37077,37017
39,173,Ohio,Wood County,129149,129509,129606,130219
39,175,Ohio,Wyandot County,22506,22335,22241,22118
40,0,Oklahoma,Oklahoma,3852415,3877499,3907414,3923561
40,1,Oklahoma,Adair County,22233,22171,22050,22098
40,3,Oklahoma,Alfalfa County,5824,5777,5840,5827
40,5,Oklahoma,Atoka County,13815,13846,13786,13810
40,7,Oklahoma,Beaver County,5533,5479,5415,5382
40,9,Oklahoma,Beckham County,23521,23661,23628,22519
40,11,Oklahoma,Blaine County,9784,9854,9788,9643
40,13,Oklahoma,Bryan County,44166,44459,44987,45573
40,15,Oklahoma,Caddo County,29509,29407,29398,29557
40,17,Oklahoma,Canadian County,126061,129437,133283,136532
40,19,Oklahoma,Carter County,48590,48738,48666,48556
40,21,Oklahoma,Cherokee County,47923,48294,48369,48700
40,23,Oklahoma,Choctaw County,15064,15126,15005,14885
40,25,Oklahoma,Cimarron County,2320,2271,2200,2162
40,27,Oklahoma,Cleveland County,270015,270008,274213,278655
40,29,Oklahoma,Coal County,5796,5778,5645,5651
40,31,Oklahoma,Comanche County,125014,124962,124196,122136
40,33,Oklahoma,Cotton County,6140,6109,5972,5941
40,35,Oklahoma,Craig County,14656,14585,14830,14625
40,37,Oklahoma,Creek County,70753,70724,70975,71312
40,39,Oklahoma,Custer County,29298,29522,29614,29293
40,41,Oklahoma,Delaware County,41379,41409,41384,41598
40,43,Oklahoma,Dewey County,4827,4934,4944,4819
40,45,Oklahoma,Ellis County,4129,4112,4227,4080
40,47,Oklahoma,Garfield County,62326,62839,63360,62603
40,49,Oklahoma,Garvin County,27380,27533,27795,27838
40,51,Oklahoma,Grady County,53662,53848,54556,54655
40,53,Oklahoma,Grant County,4516,4477,4504,4465
40,55,Oklahoma,Greer County,6156,6137,6055,5998
40,57,Oklahoma,Harmon County,2879,2804,2772,2704
40,59,Oklahoma,Harper County,3859,3871,3771,3717
40,61,Oklahoma,Haskell County,12925,12840,12796,12747
40,63,Oklahoma,Hughes County,13743,13803,13728,13566
40,65,Oklahoma,Jackson County,26186,25856,25520,25497
40,67,Oklahoma,Jefferson County,6333,6257,6250,6230
40,69,Oklahoma,Johnston County,10999,11092,10972,11087
40,71,Oklahoma,Kay County,45550,45508,45309,44943
40,73,Oklahoma,Kingfisher County,15284,15477,15571,15638
40,75,Oklahoma,Kiowa County,9344,9278,9148,9077
40,77,Oklahoma,Latimer County,10696,10649,10512,10414
40,79,Oklahoma,Le Flore County,49928,49922,49721,49873
40,81,Oklahoma,Lincoln County,34312,34563,34985,35129
40,83,Oklahoma,Logan County,44378,45259,45956,46588
40,85,Oklahoma,Love County,9706,9746,9826,9997
40,87,Oklahoma,McClain County,36512,37280,38023,38682
40,89,Oklahoma,McCurtain County,33145,33110,33039,32822
40,91,Oklahoma,McIntosh County,20465,20097,19905,19815
40,93,Oklahoma,Major County,7684,7739,7740,7772
40,95,Oklahoma,Marshall County,15977,16090,16228,16191
40,97,Oklahoma,Mayes County,40908,40851,40810,40920
40,99,Oklahoma,Murray County,13700,13796,13908,13918
40,101,Oklahoma,Muskogee County,70219,69879,69591,69477
40,103,Oklahoma,Noble County,11399,11523,11530,11384
40,105,Oklahoma,Nowata County,10534,10484,10518,10419
40,107,Oklahoma,Okfuskee County,12276,12168,12157,12167
40,109,Oklahoma,Oklahoma County,755639,766389,775949,782970
40,111,Oklahoma,Okmulgee County,39471,39147,39174,39213
40,113,Oklahoma,Osage County,47946,48049,47816,47806
40,115,Oklahoma,Ottawa County,32230,32037,31928,31691
40,117,Oklahoma,Pawnee County,16473,16350,16455,16485
40,119,Oklahoma,Payne County,79393,80150,80633,81131
40,121,Oklahoma,Pittsburg County,44828,44576,44528,44173
40,123,Oklahoma,Pontotoc County,38165,38263,38268,38330
40,125,Oklahoma,Pottawatomie County,71149,71807,71832,72290
40,127,Oklahoma,Pushmataha County,11201,11108,11154,11057
40,129,Oklahoma,Roger Mills County,3741,3753,3755,3640
40,131,Oklahoma,Rogers County,89126,89829,90727,91766
40,133,Oklahoma,Seminole County,25474,25381,25486,25207
40,135,Oklahoma,Sequoyah County,41319,41378,41240,41294
40,137,Oklahoma,Stephens County,44989,44553,44648,44090
40,139,Oklahoma,Texas County,21921,21641,21365,21098
40,141,Oklahoma,Tillman County,7678,7607,7519,7465
40,143,Oklahoma,Tulsa County,623055,629978,638558,642940
40,145,Oklahoma,Wagoner County,75729,75744,76754,77679
40,147,Oklahoma,Washington County,51633,52017,52145,52087
40,149,Oklahoma,Washita County,11739,11588,11704,11447
40,151,Oklahoma,Woods County,9008,9262,9317,9201
40,153,Oklahoma,Woodward County,21177,21453,21488,20814
41,0,Oregon,Oregon,3925751,3968371,4024634,4093465
41,1,Oregon,Baker County,16094,16045,15963,16059
41,3,Oregon,Benton County,86066,87112,88271,89385
41,5,Oregon,Clackamas County,387995,394290,401150,408062
41,7,Oregon,Clatsop County,37093,37428,37795,38632
41,9,Oregon,Columbia County,49224,49452,49565,50785
41,11,Oregon,Coos County,62563,62608,63043,63761
41,13,Oregon,Crook County,20776,21036,21647,22570
41,15,Oregon,Curry County,22240,22236,22396,22713
41,17,Oregon,Deschutes County,165859,170193,174942,181307
41,19,Oregon,Douglas County,106803,106978,107525,108457
41,21,Oregon,Gilliam County,1945,1931,1863,1854
41,23,Oregon,Grant County,7272,7185,7192,7158
41,25,Oregon,Harney County,7175,7159,7196,7292
41,27,Oregon,Hood River County,22614,22741,23037,23232
41,29,Oregon,Jackson County,207862,210311,213534,216527
41,31,Oregon,Jefferson County,21842,22232,22609,23080
41,33,Oregon,Josephine County,83268,83604,84742,85904
41,35,Oregon,Klamath County,65830,65475,65908,66443
41,37,Oregon,Lake County,7806,7801,7781,7837
41,39,Oregon,Lane County,355812,358442,362600,369519
41,41,Oregon,Lincoln County,46257,46269,46936,47806
41,43,Oregon,Linn County,118496,119188,120444,122849
41,45,Oregon,Malheur County,30633,30356,30323,30439
41,47,Oregon,Marion County,321572,324856,329947,336316
41,49,Oregon,Morrow County,11237,11121,11164,11274
41,51,Oregon,Multnomah County,765850,777154,789125,799766
41,53,Oregon,Polk County,76753,78044,79430,81823
41,55,Oregon,Sherman County,1711,1697,1678,1710
41,57,Oregon,Tillamook County,25337,25339,25613,26143
41,59,Oregon,Umatilla County,76802,76469,76290,76456
41,61,Oregon,Union County,25519,25650,25729,26087
41,63,Oregon,Wallowa County,6789,6803,6830,6946
41,65,Oregon,Wasco County,25458,25490,25753,26115
41,67,Oregon,Washington County,555089,562176,572759,582779
41,69,Oregon,Wheeler County,1387,1365,1349,1344
41,71,Oregon,Yamhill County,100722,102135,102505,105035
42,0,Pennsylvania,Pennsylvania,12781338,12790565,12791904,12784227
42,1,Pennsylvania,Adams County,101407,101612,102063,102180
42,3,Pennsylvania,Allegheny County,1233631,1232666,1229298,1225365
42,5,Pennsylvania,Armstrong County,68095,67660,66953,66486
42,7,Pennsylvania,Beaver County,170045,169392,168908,167429
42,9,Pennsylvania,Bedford County,49111,48925,48522,48325
42,11,Pennsylvania,Berks County,413687,414021,414635,414812
42,13,Pennsylvania,Blair County,126419,126019,125506,124650
42,15,Pennsylvania,Bradford County,62350,61744,61329,60770
42,17,Pennsylvania,Bucks County,625783,626169,626821,626399
42,19,Pennsylvania,Butler County,185360,186141,186441,186847
42,21,Pennsylvania,Cambria County,138837,137517,136194,134732
42,23,Pennsylvania,Cameron County,4886,4785,4742,4677
42,25,Pennsylvania,Carbon County,64721,64435,63936,63594
42,27,Pennsylvania,Centre County,158331,159666,160491,161464
42,29,Pennsylvania,Chester County,509396,512899,515253,516312
42,31,Pennsylvania,Clarion County,39066,38847,38831,38513
42,33,Pennsylvania,Clearfield County,81601,81205,80967,80596
42,35,Pennsylvania,Clinton County,39854,39494,39359,39233
42,37,Pennsylvania,Columbia County,67044,66922,66586,66420
42,39,Pennsylvania,Crawford County,87435,87128,86638,86257
42,41,Pennsylvania,Cumberland County,241265,243689,246513,248506
42,43,Pennsylvania,Dauphin County,271259,271977,272904,273707
42,45,Pennsylvania,Delaware County,561439,562582,563321,563402
42,47,Pennsylvania,Elk County,31431,31139,30879,30480
42,49,Pennsylvania,Erie County,280613,279251,278052,276207
42,51,Pennsylvania,Fayette County,134867,134376,133704,132733
42,53,Pennsylvania,Forest County,7572,7499,7420,7321
42,55,Pennsylvania,Franklin County,152063,152751,153295,153851
42,57,Pennsylvania,Fulton County,14668,14604,14605,14640
42,59,Pennsylvania,Greene County,37862,37783,37438,37197
42,61,Pennsylvania,Huntingdon County,45949,45866,45721,45634
42,63,Pennsylvania,Indiana County,88264,87597,86977,86364
42,65,Pennsylvania,Jefferson County,44946,44605,44410,44073
42,67,Pennsylvania,Juniata County,24777,24781,24732,24863
42,69,Pennsylvania,Lackawanna County,213986,212963,212175,211321
42,71,Pennsylvania,Lancaster County,530189,533650,536349,538500
42,73,Pennsylvania,Lawrence County,89120,88476,88036,87294
42,75,Pennsylvania,Lebanon County,135866,136657,137729,138863
42,77,Pennsylvania,Lehigh County,356006,358552,360852,363147
42,79,Pennsylvania,Luzerne County,319893,319079,317812,316383
42,81,Pennsylvania,Lycoming County,116720,116450,115829,115248
42,83,Pennsylvania,McKean County,42844,42670,42416,41883
42,85,Pennsylvania,Mercer County,115343,114936,113992,112913
42,87,Pennsylvania,Mifflin County,46714,46555,46481,46342
42,89,Pennsylvania,Monroe County,167271,167197,166499,166098
42,91,Pennsylvania,Montgomery County,813400,816350,818363,821725
42,93,Pennsylvania,Montour County,18419,18444,18358,18343
42,95,Pennsylvania,Northampton County,299527,300296,301190,302294
42,97,Pennsylvania,Northumberland County,94025,93729,93144,92541
42,99,Pennsylvania,Perry County,45537,45479,45679,45820
42,101,Pennsylvania,Philadelphia County,1555868,1560609,1564964,1567872
42,103,Pennsylvania,Pike County,56598,56205,55927,55562
42,105,Pennsylvania,Potter County,17478,17182,17041,16885
42,107,Pennsylvania,Schuylkill County,146758,145559,144321,143573
42,109,Pennsylvania,Snyder County,40091,40271,40599,40468
42,111,Pennsylvania,Somerset County,76769,76334,75649,75061
42,113,Pennsylvania,Sullivan County,6325,6311,6292,6137
42,115,Pennsylvania,Susquehanna County,42266,41828,41448,40862
42,117,Pennsylvania,Tioga County,42397,42051,41633,41467
42,119,Pennsylvania,Union County,44746,44944,45494,45565
42,121,Pennsylvania,Venango County,53905,53479,53101,52582
42,123,Pennsylvania,Warren County,40947,40690,40344,40025
42,125,Pennsylvania,Washington County,208264,208354,208268,207981
42,127,Pennsylvania,Wayne County,51639,51402,51091,50710
42,129,Pennsylvania,Westmoreland County,361151,359398,357699,355458
42,131,Pennsylvania,Wyoming County,28125,28128,27756,27521
42,133,Pennsylvania,York County,439117,440590,441929,443744
44,0,Rhode Island,Rhode Island,1053033,1054480,1055607,1056426
44,1,Rhode Island,Bristol County,49350,49192,49265,49067
44,3,Rhode Island,Kent County,165043,165019,164618,164614
44,5,Rhode Island,Newport County,82516,82404,82916,82784
44,7,Rhode Island,Providence County,629731,631464,632488,633673
44,9,Rhode Island,Washington County,126393,126401,126320,126288
45,0,South Carolina,South Carolina,4767894,4828430,4894834,4961119
45,1,South Carolina,Abbeville County,24964,24892,24971,24872
45,3,South Carolina,Aiken County,164120,164758,166111,167458
45,5,South Carolina,Allendale County,9805,9689,9420,9045
45,7,South Carolina,Anderson County,190591,192524,194532,196569
45,9,South Carolina,Bamberg County,15392,15120,14631,14434
45,11,South Carolina,Barnwell County,22144,21959,21706,21483
45,13,South Carolina,Beaufort County,171010,175178,179782,183149
45,15,South Carolina,Berkeley County,193925,198248,202776,210898
45,17,South Carolina,Calhoun County,15053,14862,14802,14796
45,19,South Carolina,Charleston County,372214,380280,389291,396484
45,21,South Carolina,Cherokee County,56055,56314,56493,56646
45,23,South Carolina,Chester County,32671,32379,32285,32181
45,25,South Carolina,Chesterfield County,46147,46124,46036,46013
45,27,South Carolina,Clarendon County,34180,34082,33803,33951
45,29,South Carolina,Colleton County,37781,37754,37740,37923
45,31,South Carolina,Darlington County,67855,67697,67534,67234
45,33,South Carolina,Dillon County,31416,31323,31235,30858
45,35,South Carolina,Dorchester County,145310,148499,152536,153773
45,37,South Carolina,Edgefield County,26287,26450,26503,26358
45,39,South Carolina,Fairfield County,23183,23018,22880,22653
45,41,South Carolina,Florence County,138291,139005,138807,138742
45,43,South Carolina,Georgetown County,60417,60729,61243,61399
45,45,South Carolina,Greenville County,473442,481657,490661,498766
45,47,South Carolina,Greenwood County,69807,69648,69902,70133
45,49,South Carolina,Hampton County,20378,20400,20056,19922
45,51,South Carolina,Horry County,289310,298795,309871,322342
45,53,South Carolina,Jasper County,26624,26998,27889,28465
45,55,South Carolina,Kershaw County,62526,63100,63521,64097
45,57,South Carolina,Lancaster County,80486,83232,86026,89594
45,59,South Carolina,Laurens County,66159,66487,66545,66777
45,61,South Carolina,Lee County,18413,18362,17865,17635
45,63,South Carolina,Lexington County,273373,277439,281555,286196
45,65,South Carolina,McCormick County,9913,9829,9702,9643
45,67,South Carolina,Marion County,32073,31921,31729,31726
45,69,South Carolina,Marlboro County,27958,27909,27541,26945
45,71,South Carolina,Newberry County,37487,37725,37896,38079
45,73,South Carolina,Oconee County,74954,75221,75744,76355
45,75,South Carolina,Orangeburg County,90598,89886,88869,87903
45,77,South Carolina,Pickens County,119167,120451,121493,122863
45,79,South Carolina,Richland County,397488,401337,406842,409549
45,81,South Carolina,Saluda County,20123,20098,20171,20197
45,83,South Carolina,Spartanburg County,290722,293449,297088,301463
45,85,South Carolina,Sumter County,107870,107821,107382,107396
45,87,South Carolina,Union County,28031,27940,27775,27673
45,89,South Carolina,Williamsburg County,33132,32790,32573,31955
45,91,South Carolina,York County,239049,245051,251021,258526
46,0,South Dakota,South Dakota,844922,852561,857919,865454
46,3,South Dakota,Aurora County,2712,2740,2726,2736
46,5,South Dakota,Beadle County,18304,18158,18206,18101
46,7,South Dakota,Bennett County,3456,3439,3431,3460
46,9,South Dakota,Bon Homme County,7005,7001,6975,6984
46,11,South Dakota,Brookings County,33084,33357,33897,34135
46,13,South Dakota,Brown County,38258,38469,38699,39128
46,15,South Dakota,Brule County,5396,5326,5282,5238
46,17,South Dakota,Buffalo County,2019,2083,2099,2043
46,19,South Dakota,Butte County,10319,10309,10263,10205
46,21,South Dakota,Campbell County,1344,1379,1404,1378
46,23,South Dakota,Charles Mix County,9186,9226,9374,9396
46,25,South Dakota,Clark County,3633,3656,3665,3656
46,27,South Dakota,Clay County,13983,13998,13951,14086
46,29,South Dakota,Codington County,27867,27980,27913,28063
46,31,South Dakota,Corson County,4227,4195,4213,4132
46,33,South Dakota,Custer County,8423,8448,8450,8596
46,35,South Dakota,Davison County,19803,19833,19791,19903
46,37,South Dakota,Day County,5614,5560,5564,5571
46,39,South Dakota,Deuel County,4304,4318,4319,4231
46,41,South Dakota,Dewey County,5592,5680,5701,5742
46,43,South Dakota,Douglas County,2994,2944,2976,2932
46,45,South Dakota,Edmunds County,4032,3981,4009,3952
46,47,South Dakota,Fall River County,6830,6864,6838,6849
46,49,South Dakota,Faulk County,2370,2342,2334,2354
46,51,South Dakota,Grant County,7261,7199,7111,7148
46,53,South Dakota,Gregory County,4237,4223,4198,4171
46,55,South Dakota,Haakon County,1888,1847,1859,1892
46,57,South Dakota,Hamlin County,5951,5994,6046,6028
46,59,South Dakota,Hand County,3402,3351,3331,3319
46,61,South Dakota,Hanson County,3395,3412,3388,3374
46,63,South Dakota,Harding County,1270,1255,1271,1278
46,65,South Dakota,Hughes County,17424,17611,17521,17600
46,67,South Dakota,Hutchinson County,7183,7232,7316,7368
46,69,South Dakota,Hyde County,1382,1401,1397,1352
46,71,South Dakota,Jackson County,3241,3285,3313,3326
46,73,South Dakota,Jerauld County,2061,2026,2015,2004
46,75,South Dakota,Jones County,987,961,920,927
46,77,South Dakota,Kingsbury County,5078,5058,4980,5001
46,79,South Dakota,Lake County,12045,12287,12589,12909
46,81,South Dakota,Lawrence County,24967,24777,24886,25281
46,83,South Dakota,Lincoln County,49849,51507,52826,54469
46,85,South Dakota,Lyman County,3856,3864,3880,3894
46,87,South Dakota,McCook County,5647,5631,5575,5625
46,89,South Dakota,McPherson County,2441,2418,2404,2438
46,91,South Dakota,Marshall County,4761,4705,4787,4801
46,93,South Dakota,Meade County,26576,26952,27048,27693
46,95,South Dakota,Mellette County,2082,2092,2050,2102
46,97,South Dakota,Miner County,2335,2313,2246,2281
46,99,South Dakota,Minnehaha County,179415,182556,185285,187318
46,101,South Dakota,Moody County,6429,6406,6426,6505
46,102,South Dakota,Oglala Lakota County,14176,14272,14383,14415
46,103,South Dakota,Pennington County,106221,107945,108561,109372
46,105,South Dakota,Perkins County,3040,3036,3002,2983
46,107,South Dakota,Potter County,2368,2329,2313,2299
46,109,South Dakota,Roberts County,10271,10327,10275,10255
46,111,South Dakota,Sanborn County,2323,2338,2364,2396
46,115,South Dakota,Spink County,6579,6567,6478,6420
46,117,South Dakota,Stanley County,2956,2958,2951,2993
46,119,South Dakota,Sully County,1451,1421,1417,1421
46,121,South Dakota,Todd County,10019,9977,10005,10155
46,123,South Dakota,Tripp County,5498,5485,5413,5492
46,125,South Dakota,Turner County,8352,8242,8203,8317
46,127,South Dakota,Union County,14726,14947,14831,14934
46,129,South Dakota,Walworth County,5527,5561,5520,5610
46,135,South Dakota,Yankton County,22676,22693,22666,22616
46,137,South Dakota,Ziebach County,2821,2814,2789,2801
47,0,Tennessee,Tennessee,6494821,6544663,6595056,6651194
47,1,Tennessee,Anderson County,75420,75347,75698,75936
47,3,Tennessee,Bedford County,45638,46284,46940,47484
47,5,Tennessee,Benton County,16280,16109,16107,16014
47,7,Tennessee,Bledsoe County,13785,14535,14580,14675
47,9,Tennessee,Blount County,124985,126092,127142,128670
47,11,Tennessee,Bradley County,101881,102921,103907,104490
47,13,Tennessee,Campbell County,40229,39909,39728,39714
47,15,Tennessee,Cannon County,13800,13725,13854,14027
47,17,Tennessee,Carroll County,28685,28471,28131,28092
47,19,Tennessee,Carter County,56982,56312,56430,56502
47,21,Tennessee,Cheatham County,39387,39674,39690,39880
47,23,Tennessee,Chester County,17340,17358,17413,17453
47,25,Tennessee,Claiborne County,31661,31630,31687,31757
47,27,Tennessee,Clay County,7784,7733,7773,7752
47,29,Tennessee,Cocke County,35287,35230,35096,35219
47,31,Tennessee,Coffee County,53324,53623,54279,54682
47,33,Tennessee,Crockett County,14590,14614,14566,14411
47,35,Tennessee,Cumberland County,57513,57958,58278,58655
47,37,Tennessee,Davidson County,658990,668699,678323,684410
47,39,Tennessee,Decatur County,11697,11733,11657,11769
47,41,Tennessee,DeKalb County,19108,19211,19205,19361
47,43,Tennessee,Dickson County,50211,50609,51461,52170
47,45,Tennessee,Dyer County,38148,37868,37878,37708
47,47,Tennessee,Fayette County,38810,39072,39220,39590
47,49,Tennessee,Fentress County,17937,17867,17917,18033
47,51,Tennessee,Franklin County,41313,41428,41514,41700
47,53,Tennessee,Gibson County,49483,49541,49442,49401
47,55,Tennessee,Giles County,28859,28917,29079,29307
47,57,Tennessee,Grainger County,22681,22830,22835,23072
47,59,Tennessee,Greene County,68272,68416,68551,68615
47,61,Tennessee,Grundy County,13509,13464,13456,13389
47,63,Tennessee,Hamblen County,63082,63022,63414,63785
47,65,Tennessee,Hamilton County,348853,350545,353604,357738
47,67,Tennessee,Hancock County,6638,6602,6554,6577
47,69,Tennessee,Hardeman County,26251,25927,25732,25435
47,71,Tennessee,Hardin County,25981,25810,25718,25679
47,73,Tennessee,Hawkins County,56740,56529,56443,56563
47,75,Tennessee,Haywood County,18256,18226,18028,17853
47,77,Tennessee,Henderson County,27958,27991,27984,27822
47,79,Tennessee,Henry County,32253,32315,32205,32310
47,81,Tennessee,Hickman County,24153,24360,24315,24295
47,83,Tennessee,Houston County,8275,8220,8131,8134
47,85,Tennessee,Humphreys County,18230,18109,18122,18347
47,87,Tennessee,Jackson County,11533,11492,11517,11566
47,89,Tennessee,Jefferson County,52352,52651,53288,53535
47,91,Tennessee,Johnson County,17998,17919,17821,17754
47,93,Tennessee,Knox County,444325,448125,451444,456132
47,95,Tennessee,Lake County,7711,7662,7572,7560
47,97,Tennessee,Lauderdale County,27559,27340,26959,26773
47,99,Tennessee,Lawrence County,41990,42297,42531,43081
47,101,Tennessee,Lewis County,11969,11878,11866,11904
47,103,Tennessee,Lincoln County,33574,33556,33695,33645
47,105,Tennessee,Loudon County,50374,50646,50978,51454
47,107,Tennessee,McMinn County,52405,52710,52636,52850
47,109,Tennessee,McNairy County,26078,26114,25997,25935
47,111,Tennessee,Macon County,22619,22942,23108,23450
47,113,Tennessee,Madison County,98715,98130,97609,97663
47,115,Tennessee,Marion County,28316,28373,28462,28446
47,117,Tennessee,Marshall County,31082,31233,31518,31915
47,119,Tennessee,Maury County,83611,85541,87735,89981
47,121,Tennessee,Meigs County,11696,11744,11872,12005
47,123,Tennessee,Monroe County,45223,45390,45677,45970
47,125,Tennessee,Montgomery County,184637,189655,193294,195734
47,127,Tennessee,Moore County,6302,6317,6290,6323
47,129,Tennessee,Morgan County,21707,21742,21492,21554
47,131,Tennessee,Obion County,31068,30875,30633,30578
47,133,Tennessee,Overton County,22021,22002,22156,22051
47,135,Tennessee,Perry County,7878,7845,7914,7964
47,137,Tennessee,Pickett County,5044,5081,5142,5142
47,139,Tennessee,Polk County,16640,16722,16744,16772
47,141,Tennessee,Putnam County,73992,74878,74974,75931
47,143,Tennessee,Rhea County,32526,32607,32392,32442
47,145,Tennessee,Roane County,53035,52773,52726,52874
47,147,Tennessee,Robertson County,67244,67923,68452,69165
47,149,Tennessee,Rutherford County,281289,289095,298423,308251
47,151,Tennessee,Scott County,22024,22026,21974,21947
47,153,Tennessee,Sequatchie County,14663,14773,14789,14897
47,155,Tennessee,Sevier County,93356,94696,95661,96673
47,157,Tennessee,Shelby County,938091,937162,936131,934603
47,159,Tennessee,Smith County,19050,19014,19253,19447
47,161,Tennessee,Stewart County,13308,13243,13240,13182
47,163,Tennessee,Sullivan County,156562,156784,156661,156667
47,165,Tennessee,Sumner County,169110,172790,175866,180063
47,167,Tennessee,Tipton County,61599,61672,61605,61303
47,169,Tennessee,Trousdale County,7782,7990,8035,8271
47,171,Tennessee,Unicoi County,18047,17914,17820,17719
47,173,Tennessee,Union County,19055,18964,19126,19140
47,175,Tennessee,Van Buren County,5570,5625,5686,5689
47,177,Tennessee,Warren County,39893,40003,40338,40516
47,179,Tennessee,Washington County,125516,125999,126357,127440
47,181,Tennessee,Wayne County,16918,16846,16738,16713
47,183,Tennessee,Weakley County,34186,34001,33831,33507
47,185,Tennessee,White County,26273,26346,26495,26653
47,187,Tennessee,Williamson County,199032,205317,211674,219107
47,189,Tennessee,Wilson County,122014,125404,128772,132781
48,0,Texas,Texas,26473525,26944751,27429639,27862596
48,1,Texas,Anderson County,57894,57725,57487,57734
48,3,Texas,Andrews County,16776,17405,18026,17760
48,5,Texas,Angelina County,87409,87628,87938,87791
48,7,Texas,Aransas County,24124,24872,25261,25721
48,9,Texas,Archer County,8760,8793,8711,8703
48,11,Texas,Armstrong County,1954,1937,1925,1876
